package,latest_version,keywords,publish_time,description,creation_date,number_of_versions,download_count
php-parser,3.2.1,"['php', 'php5', 'php7', 'php8', 'parser', 'lexer', 'tokenizer', 'ast']",1731229240,Parse PHP code from JS and returns its AST,2014-12-24T16:37:20.935Z,76,7041974
oolong,1.15.1,"['functional', 'underscore', 'util']",1469057643,"Utilities for objects. Simple, tasteful and plentiful. Supports inherited properties.",2015-04-15T19:28:14.886Z,12,482373
crypto-randomuuid,1.0.0,"['crypto', 'random', 'uuid', 'polyfill']",1628508202,Polyfill crypto.randomUUID,2021-08-09T19:23:21.960Z,1,104182395
@napi-rs/xattr-linux-x64-gnu,1.0.1,"['napi-rs', 'NAPI', 'N-API', 'Rust', 'node-addon', 'node-addon-api']",1699429673,It provides support for manipulating extended attributes (xattrs) on modern Unix filesystems.,2023-11-08T14:20:40.571Z,2,30043
find-with-regex,1.1.3,[],1524699071,findWithRegex util,2016-03-22T01:50:44.818Z,7,2062198
zopflipng-bin,7.1.0,"['imagemin', 'compress', 'image', 'img', 'minify', 'optimize', 'png', 'zopfli', 'zopflipng']",1636655635,`zopflipng` wrapper that makes it seamlessly available as a local dependency,2014-01-31T02:50:36.641Z,24,403760
structured-source,4.0.0,"['location', 'range', 'abstract', 'syntax', 'tree']",1673145161,Provides StructuredSource and functionality for converting range and loc vice versa.,2014-12-27T17:23:53.106Z,4,6513012
@types/color-name,2.0.0,[],1727375462,TypeScript definitions for color-name,2017-07-25T15:22:38.705Z,7,116821064
@aws-sdk/md5-js,3.374.0,[],1689851974,[![NPM version](https://img.shields.io/npm/v/@aws-sdk/md5-js/latest.svg)](https://www.npmjs.com/package/@aws-sdk/md5-js) [![NPM downloads](https://img.shields.io/npm/dm/@aws-sdk/md5-js.svg)](https://www.npmjs.com/package/@aws-sdk/md5-js),2018-11-19T23:22:24.436Z,122,73598478
@types/core-js,2.5.8,[],1699290458,TypeScript definitions for core-js,2016-05-17T04:42:08.474Z,37,15379777
npm-normalize-package-bin,4.0.0,[],1725466769,Turn any flavor of allowable package.json bin into a normalized object,2019-12-09T23:00:20.720Z,6,643407452
deepmerge-ts,7.1.3,"['merge', 'deepmerge', 'deep merge', 'deep-merge', 'inferred types', 'inferred-types', 'recursive merge', 'recursive-merge', 'ts', 'ts merge', 'ts-merge', 'typescript', 'typescript merge', 'typescript-merge']",1728329157,Deeply merge 2 or more objects respecting type information.,2021-08-25T00:53:29.171Z,55,40731009
postcss-browser-comments,6.0.1,"['browserlists', 'browsers', 'browserslists', 'caniuse', 'css', 'lists', 'postcss', 'postcss-plugin', 'support', 'target']",1727268386,Keep only the CSS you need based on comments and your browserslist,2018-06-16T05:22:17.658Z,7,159978505
@hyas/bootstrap,1.1.1,[],1713751931,Hyas Bootstrap,2023-01-11T16:42:17.891Z,11,28000
std-env,3.8.0,[],1731060875,Runtime agnostic JS utils,2018-03-30T18:02:25.205Z,33,300656065
ts-easing,0.2.0,[],1542102577,Collection of easing functions in TypeScript,2018-10-27T16:32:23.172Z,3,76061581
@internationalized/number,3.5.4,[],1727713941,Internationalized number formatting and parsing utilities,2021-02-17T18:00:11.150Z,729,60392945
spdy-transport,3.0.0,"['spdy', 'http2', 'transport']",1541632133,"SPDY v2, v3, v3.1 and HTTP2 transport",2015-06-21T01:09:26.593Z,50,566329999
@redux-saga/is,1.1.3,[],1660955747,Runtime type checking helpers,2018-08-26T20:03:10.548Z,9,41810901
@cfworker/json-schema,3.0.1,"['json-schema', 'jsonschema', 'json', 'schema', 'cloudflare', 'worker', 'workers', 'service-worker']",1731661856,"A JSON schema validator that will run on Cloudflare workers. Supports drafts 4, 7, 2019-09, and 2020-12.",2020-05-04T04:05:20.140Z,43,2961623
jpeg-recompress-bin,7.0.0,"['imagemin', 'compress', 'image', 'img', 'jpeg', 'jpg', 'minify', 'optimize', 'jpeg-recompress']",1651812107,jpeg-recompress wrapper that makes it seamlessly available as a local dependency,2014-02-01T02:59:03.347Z,28,799728
svg.easing.js,2.0.0,"['svg.js', 'easing']",1461573244,Additional easing equations for the fx module in the svgjs.com library,2015-05-24T21:23:14.299Z,2,38490952
@lobehub/ui,1.152.0,"['lobehub', 'components', 'chatbot components', 'react components', 'react ui']",1730067307,Lobe UI is an open-source UI component library for building AIGC web apps,2023-05-21T16:08:05.820Z,425,1178754
html-void-elements,3.0.0,"['html', 'void', 'tag', 'name', 'element', 'tagname', 'w3c', 'whatwg']",1684462639,List of HTML void tag names,2016-03-18T16:41:08.121Z,9,181116837
convert-string,0.1.0,"['string', 'strings', 'convert', 'hex', 'bytes']",1384982002,Convert to/from strings and array of bytes,2013-11-21T05:13:18.906Z,1,3305819
react-native-reanimated,3.16.1,[],1729486752,More powerful alternative to Animated library for React Native.,2018-03-07T13:34:20.268Z,694,41895274
fuse.js,7.0.0,"['fuzzy', 'search', 'bitap']",1698217854,Lightweight fuzzy-search,2013-11-29T15:40:45.158Z,113,131883567
@nx/web,20.1.2,"['Monorepo', 'Web', 'Jest', 'Cypress', 'CLI', 'Front-end']",1731663569,"The Nx Plugin for Web Components contains generators for managing Web Component applications and libraries within an Nx workspace. It provides:


- Integration with libraries such as Jest, Playwright, Cypress, and Storybook.

- Scaffolding for creating bu",2023-04-17T15:03:51.651Z,738,46115591
eslint-formatter-rdjson,1.0.6,"['eslint', 'eslint', 'formatter', 'formatter', 'rdjson', 'reviewdog', 'rdformat']",1688776049,ESLint Formatter for the Reviewdog Diagnostic Format (RDFormat),2020-10-23T12:03:52.904Z,7,625241
eslint-plugin-decorator-position,6.0.0,"['eslint', 'ember', 'ember.js', 'plugin', 'styleguide', 'rules', 'decorators']",1731333232,ESLint plugin for enforcing decorator position,2020-03-22T21:34:22.621Z,57,1571844
chartjs-plugin-annotation,3.1.0,[],1729067124,Annotations for Chart.js,2016-10-23T21:57:19.192Z,37,11483068
@antora/navigation-builder,3.1.9,"['antora', 'antora-component', 'navigation', 'asciidoc', 'documentation', 'static site', 'web publishing']",1720192443,Builds a navigation catalog from navigation files for adding site navigation to pages in an Antora documentation pipeline.,2018-01-12T09:03:24.233Z,85,1332832
mv,2.1.1,"['mv', 'move', 'rename', 'device', 'recursive', 'folder']",1434982013,fs.rename but works across devices. same as the unix utility 'mv',2012-10-12T03:02:09.699Z,12,119102315
tocbot,4.32.2,"['tocbot', 'javascript', 'table', 'of', 'contents', 'generate', 'html', 'structure', 'vanilla']",1731165784,Generate a table of contents based on the heading structure of a html document.,2015-12-29T03:56:31.525Z,116,140915812
gatsby-remark-images,7.14.0,"['gatsby', 'gatsby-plugin', 'image', 'markdown', 'remark', 'responsive images']",1730894423,Processes images in markdown so they can be used in the production build.,2017-07-01T19:22:03.443Z,644,1765367
@eslint-react/types,1.16.1,[],1731218219,ESLint React's type definitions.,2023-11-29T18:06:39.233Z,664,1112594
block-stream,0.0.9,[],1462121055,a stream of blocks,2011-10-07T03:55:22.363Z,7,61918024
moment-recur,1.0.7,"['momentjs', 'date', 'recur']",1497933912,A momentjs plugin for matching and generating recurring dates.,2014-01-21T16:38:11.267Z,5,308893
@ultraq/icu-message-formatter,0.14.3,"['icu', 'message', 'format', 'intl', 'i18n']",1709941515,Format ICU message syntax strings from supplied parameters and your own configurable types,2019-08-24T02:53:00.773Z,27,58880
@types/redux-auth-wrapper,2.0.16,[],1699360819,TypeScript definitions for redux-auth-wrapper,2017-03-22T22:58:18.928Z,31,553672
pad-stream,4.0.0,"['pad', 'lpad', 'padding', 'indent', 'left', 'left-pad', 'string', 'stream', 'streaming', 'line', 'lines']",1658809011,Pad each line in a stream,2015-01-25T10:09:31.674Z,6,2675038
viewport-mercator-project,7.0.4,"['webgl', 'javascript', 'math', 'geospatial', 'cartographic', 'projection', 'web mercator', 'geographic']",1630838061,Utilities for perspective-enabled Web Mercator projections,2015-10-26T17:34:57.685Z,48,9871115
jake,10.9.2,"['build', 'cli', 'make', 'rake']",1721316246,"JavaScript build tool, similar to Make or Rake",2011-03-26T22:06:58.184Z,167,652212373
@capsizecss/metrics,3.4.0,"['capsize', 'leading trim', 'white space', 'baseline', 'basekick', 'cap height', 'typography', 'line gap', 'leading']",1731429460,Font metrics library for system and Google fonts,2021-09-24T10:56:28.765Z,51,1969773
uploadcare-widget,3.21.8,"['uploadcare', 'file', 'uploader', 'preview', 'chunk', 'drag', 'drop', 'image', 'image-edit', 'widget', 'mobile', 'dialog', 'upload', 'store', 'transformations', 'cdn', 'jquery']",1727941805,Uploadcare Widget: file uploader.,2016-02-28T11:58:42.867Z,88,810497
import-lazy,4.0.0,"['import', 'require', 'load', 'module', 'modules', 'lazy', 'lazily', 'defer', 'deferred', 'proxy', 'proxies']",1556332931,Import a module lazily,2017-05-21T09:49:08.163Z,4,538801257
metro-transform-worker,0.81.0,[],1728883331,🚇 Transform worker for Metro.,2020-04-09T22:41:06.203Z,77,107017408
jest-file-loader,1.0.3,[],1666841847,A jest transformer similar to webpack's file-loader,2020-07-30T04:12:54.195Z,4,625032
assertion-error,2.0.1,"['test', 'assertion', 'assertion-error']",1697623453,Error constructor for test and validation frameworks that implements standardized AssertionError specification.,2013-04-07T22:59:41.018Z,7,531625194
@types/cookies,0.9.0,[],1706299620,TypeScript definitions for cookies,2016-05-17T04:41:04.367Z,25,98524800
@lumino/virtualdom,2.0.2,[],1719553518,Lumino Virtual DOM,2019-11-17T20:54:18.187Z,40,5359457
request-multipart,1.0.0,"['request', 'compose', 'http', 'multipart', 'form-data']",1611457766,Multipart body support for request-compose,2018-05-01T21:43:13.772Z,6,4342718
conventional-recommended-bump,10.0.0,"['conventional-recommended-bump', 'recommend', 'conventional', 'bump']",1714748240,Get a recommended version bump based on conventional commits.,2015-06-17T03:50:44.787Z,49,100903285
ember-test-waiters,2.1.3,['ember-addon'],1595951704,The default blueprint for ember-cli addons.,2019-04-19T16:23:40.786Z,12,1619878
@storybook/addon-styling-webpack,1.0.1,"['style', 'design', 'webpack', 'configuration', 'storybook-addons']",1730382964,A base addon for configuring popular styling tools in Webpack,2023-08-18T19:53:36.422Z,15,9482266
@langchain/langgraph-sdk,0.0.25,[],1731671736,Client library for interacting with the LangGraph API,2024-05-22T21:59:23.186Z,44,102753
github-username,8.0.0,"['github', 'user', 'username', 'email', 'address', 'gh', 'git']",1691201103,Get a GitHub username from an email address,2014-03-26T01:20:42.544Z,15,39177748
@wordpress/dependency-extraction-webpack-plugin,6.12.0,"['wordpress', 'gutenberg', 'webpack', 'dependency']",1731751891,Extract WordPress script dependencies from webpack bundles.,2019-05-21T11:13:31.010Z,133,3760003
@godaddy/terminus,4.12.1,[],1687507902,[![Join Slack](https://img.shields.io/badge/Join%20us%20on-Slack-e01563.svg)](https://godaddy-oss.slack.com/) [![Build Status](https://github.com/godaddy/terminus/actions/workflows/cicd.yml/badge.svg)](https://github.com/godaddy/terminus/actions/workflows,2017-11-30T09:50:57.424Z,41,8500249
@langchain/weaviate,0.1.0,[],1726237620,Weaviate integration for LangChain.js,2024-02-02T01:59:34.089Z,7,384468
iterate-iterator,1.0.2,"['iterate', 'iterator', 'iterable', 'es2015', 'es6', 'symbol.iterator', 'symbol', 'next']",1633096584,"Iterate any JS iterator. Works robustly in all environments, all versions.",2020-01-18T08:58:43.142Z,3,124330381
autocannon,8.0.0,"['http', 'soak', 'load', 'fast', 'wrk', 'ab', 'test']",1728896384,Fast HTTP benchmarking tool written in Node.js,2016-03-31T17:25:31.925Z,104,3947414
figgy-pudding,3.5.2,"['config', 'options', 'yummy']",1585039685,"Delicious, festive, cascading config/opts definitions",2017-02-07T02:27:13.915Z,14,260868857
make-iterator,2.0.0,"['arr', 'array', 'contains', 'for-own', 'forown', 'forOwn', 'function', 'iterate', 'iterator', 'make']",1523168309,Convert an argument into a valid iterator. Based on the `.makeIterator()` implementation in mout https://github.com/mout/mout.,2014-09-30T23:29:53.297Z,9,140589341
@tryghost/zip,1.1.47,[],1724264123,## Install,2020-03-20T20:21:03.102Z,51,488789
autoprefixer-core,6.0.1,[],1441430935,"autoprefixer-core was depreacted, use autoprefixer",2014-08-22T19:40:25.417Z,25,3440665
vite-bundle-visualizer,1.2.1,"['vite', 'bundle-visualizer', 'bundle-analyzer']",1715469860,Visualize vite bundle,2022-07-20T08:25:55.822Z,24,3906064
@jsii/check-node,1.105.0,[],1731581570,Checks for supported node versions,2021-08-16T12:20:26.478Z,84,16919227
tildify,3.0.0,"['unexpand', 'homedir', 'tilde', 'tildify', 'collapse', 'path', 'home', 'directory', 'user', 'expand', 'convert']",1628744013,Convert an absolute path to a tilde path: `/Users/sindresorhus/dev` → `~/dev`,2014-01-09T06:34:45.889Z,9,90073487
correct-license-metadata,1.4.0,"['licenses', 'metadata', 'npm']",1550591798,interpret old-style npm licenses arrays and other aberrations,2019-02-18T19:52:56.565Z,6,1155400
write-pkg,7.0.0,"['json', 'write', 'stringify', 'file', 'fs', 'graceful', 'package']",1699064379,Write a package.json file,2015-09-02T08:59:08.960Z,13,65320354
@lerna/run-topologically,6.4.1,"['lerna', 'utils']",1673523493,An internal Lerna tool,2019-05-14T23:29:29.564Z,53,26519376
has-yarn,3.0.0,"['yarn', 'has', 'detect', 'is', 'project', 'app', 'module', 'package', 'manager', 'npm']",1631269417,Check if a project is using Yarn,2016-12-12T15:55:01.875Z,4,237796344
babel-plugin-minify-replace,0.5.0,['babel-plugin'],1537758420,"Configurable ""search and replace"" plugin. Replaces matching nodes in the tree with a given replacement node. For example you can replace `process.NODE_ENV` with `""production""`.",2016-08-26T00:52:31.384Z,83,21048141
toastr,2.1.4,"['Toastr', 'ToastrJS', 'toastr.js']",1512674483,ToastrJS is a JavaScript library for Gnome / Growl type non-blocking notifications. jQuery is required. The goal is to create a simple core library that can be customized and extended.,2014-07-24T17:43:50.496Z,5,8742152
react-notification,6.8.5,"['react', 'component', 'react-component', 'components', 'ui', 'notify', 'notification', 'notification stack', 'snackbar']",1572944706,Snackbar notifications for React,2015-02-01T00:31:27.210Z,56,187181
ast-metadata-inferer,0.8.0,[],1675896966,[![Test](https://github.com/amilajack/ast-metadata-inferer/actions/workflows/test.yml/badge.svg)](https://github.com/amilajack/ast-metadata-inferer/actions/workflows/test.yml),2018-06-29T02:22:32.263Z,22,25510745
typescript-eslint-parser,22.0.0,"['ast', 'ecmascript', 'javascript', 'typescript', 'parser', 'syntax', 'eslint']",1547804856,An ESLint custom parser which leverages TypeScript ESTree,2015-12-04T23:37:21.185Z,49,4815482
builtin-modules,4.0.0,"['builtin', 'built-in', 'builtins', 'node', 'modules', 'core', 'bundled', 'list', 'array', 'names']",1714440943,A static list of the Node.js builtin modules from the latest Node.js version,2015-05-04T15:35:06.265Z,10,665331545
jest-puppeteer,10.1.4,"['jest', 'puppeteer', 'jest-puppeteer', 'chromeless', 'chrome-headless']",1729901499,Run your tests using Jest & Puppeteer.,2017-10-15T12:58:14.823Z,65,7926073
markdown-it-task-lists,2.1.1,"['markdown', 'markdown-it', 'markdown-it-plugin', 'task', 'list', 'todo', 'checkbox']",1520342327,A markdown-it plugin to create GitHub-style task lists,2016-03-25T18:18:42.370Z,14,4356346
parse-asn1,5.1.7,[],1709596990,utility library for parsing asn1 files for use with browserify-sign.,2014-12-16T15:19:17.427Z,18,446220823
individual,3.0.0,[],1419139706,Garantueed individual values,2012-11-18T09:06:15.766Z,5,40045336
@pnpm/os.env.path-extender-posix,2.0.0,[],1712936020,,2022-05-26T12:24:04.362Z,15,166535
@glideapps/glide-data-grid,6.0.3,"['react', 'datagrid', 'data-grid', 'editor', 'reactjs', 'scrolling', 'data', 'table', 'cell', 'canvas']",1706905099,React data grid for beautifully displaying and editing large amounts of data with amazing performance.,2020-11-10T06:11:22.957Z,294,1311767
greenlock-express,4.0.3,"[""Let's Encrypt"", 'ACME', 'greenlock', 'Free SSL', 'Automated HTTPS', 'https', 'tls']",1578937756,"Free SSL and managed or automatic HTTPS for node.js with Express, Koa, Connect, Hapi, and all other middleware systems.",2017-01-17T23:28:06.655Z,62,496844
@nivo/arcs,0.88.0,"['nivo', 'dataviz', 'react', 'd3', 'arcs']",1731261091,"<a href=""https://nivo.rocks""><img alt=""nivo"" src=""https://raw.githubusercontent.com/plouc/nivo/master/nivo.png"" width=""216"" height=""68""/></a>",2021-04-23T20:16:06.010Z,27,9047617
cucumber,6.0.7,"['testing', 'bdd', 'cucumber', 'gherkin', 'tests']",1650416758,The official JavaScript implementation of Cucumber.,2011-07-28T16:53:31.573Z,111,20935574
smtp-connection,4.0.2,['SMTP'],1491525722,Connect to SMTP servers,2014-06-22T13:08:20.784Z,60,7560244
lodash.defaults,4.2.0,"['lodash-modularized', 'defaults']",1471081072,The lodash method `_.defaults` exported as a module.,2013-09-23T06:30:59.221Z,15,542213998
markdown-it,14.1.0,"['markdown', 'parser', 'commonmark', 'markdown-it', 'markdown-it-plugin']",1710775072,Markdown-it - modern pluggable markdown parser.,2014-12-19T23:46:48.471Z,79,308301254
